Token,Type,Accuracy,Precision,Recall,F1-Score,Results,tomato/tomato_2,cylinder/cylinder_2,cube/cube_4,lemon/lemon_4,potato/potato_3,cuboid/cuboid_3,plum/plum_1,corn/corn_2,semicylinder/semicylinder_1,carrot/carrot_4,cucumber/cucumber_3,eggplant/eggplant_2,orange/orange_1,triangle/triangle_1,cabbage/cabbage_1,arch/arch_4,banana/banana_4,lime/lime_4
semicylinder,rgb,0.7944,0.6667,1.0,0.8,,"Acc : 1.0, Prec : 1.0,Recall : 1.0, F1-Score : 1.0","Acc : 0.6, Prec : 0.0,Recall : 1.0, F1-Score : 0.0","Acc : 1.0, Prec : 1.0,Recall : 1.0, F1-Score : 1.0","Acc : 0.75, Prec : 0.0,Recall : 1.0, F1-Score : 0.0","Acc : 1.0, Prec : 1.0,Recall : 1.0, F1-Score : 1.0","Acc : 0.0, Prec : 0.0,Recall : 1.0, F1-Score : 0.0","Acc : 1.0, Prec : 1.0,Recall : 1.0, F1-Score : 1.0","Acc : 1.0, Prec : 1.0,Recall : 1.0, F1-Score : 1.0","Acc : 1.0, Prec : 1.0,Recall : 1.0, F1-Score : 1.0","Acc : 1.0, Prec : 1.0,Recall : 1.0, F1-Score : 1.0","Acc : 1.0, Prec : 1.0,Recall : 1.0, F1-Score : 1.0","Acc : 1.0, Prec : 1.0,Recall : 1.0, F1-Score : 1.0","Acc : 1.0, Prec : 1.0,Recall : 1.0, F1-Score : 1.0","Acc : 1.0, Prec : 1.0,Recall : 1.0, F1-Score : 1.0","Acc : 1.0, Prec : 1.0,Recall : 1.0, F1-Score : 1.0","Acc : 0.2, Prec : 0.0,Recall : 1.0, F1-Score : 0.0","Acc : 0.75, Prec : 0.0,Recall : 1.0, F1-Score : 0.0","Acc : 0.0, Prec : 0.0,Recall : 1.0, F1-Score : 0.0"
semicylinder,shape,0.9149,0.7778,0.9444,0.853,,"Acc : 0.75, Prec : 0.0,Recall : 1.0, F1-Score : 0.0","Acc : 1.0, Prec : 1.0,Recall : 1.0, F1-Score : 1.0","Acc : 1.0, Prec : 1.0,Recall : 1.0, F1-Score : 1.0","Acc : 1.0, Prec : 1.0,Recall : 1.0, F1-Score : 1.0","Acc : 1.0, Prec : 1.0,Recall : 1.0, F1-Score : 1.0","Acc : 1.0, Prec : 1.0,Recall : 1.0, F1-Score : 1.0","Acc : 1.0, Prec : 1.0,Recall : 1.0, F1-Score : 1.0","Acc : 0.8182, Prec : 0.0,Recall : 1.0, F1-Score : 0.0","Acc : 0.6, Prec : 1.0,Recall : 0.0, F1-Score : 0.0","Acc : 1.0, Prec : 1.0,Recall : 1.0, F1-Score : 1.0","Acc : 1.0, Prec : 1.0,Recall : 1.0, F1-Score : 1.0","Acc : 1.0, Prec : 1.0,Recall : 1.0, F1-Score : 1.0","Acc : 1.0, Prec : 1.0,Recall : 1.0, F1-Score : 1.0","Acc : 1.0, Prec : 1.0,Recall : 1.0, F1-Score : 1.0","Acc : 1.0, Prec : 1.0,Recall : 1.0, F1-Score : 1.0","Acc : 0.8, Prec : 0.0,Recall : 1.0, F1-Score : 0.0","Acc : 0.5, Prec : 0.0,Recall : 1.0, F1-Score : 0.0","Acc : 1.0, Prec : 1.0,Recall : 1.0, F1-Score : 1.0"
banana,rgb,0.9306,0.8889,1.0,0.9412,,"Acc : 1.0, Prec : 1.0,Recall : 1.0, F1-Score : 1.0","Acc : 1.0, Prec : 1.0,Recall : 1.0, F1-Score : 1.0","Acc : 1.0, Prec : 1.0,Recall : 1.0, F1-Score : 1.0","Acc : 1.0, Prec : 1.0,Recall : 1.0, F1-Score : 1.0","Acc : 0.5, Prec : 0.0,Recall : 1.0, F1-Score : 0.0","Acc : 1.0, Prec : 1.0,Recall : 1.0, F1-Score : 1.0","Acc : 1.0, Prec : 1.0,Recall : 1.0, F1-Score : 1.0","Acc : 1.0, Prec : 1.0,Recall : 1.0, F1-Score : 1.0","Acc : 1.0, Prec : 1.0,Recall : 1.0, F1-Score : 1.0","Acc : 1.0, Prec : 1.0,Recall : 1.0, F1-Score : 1.0","Acc : 1.0, Prec : 1.0,Recall : 1.0, F1-Score : 1.0","Acc : 1.0, Prec : 1.0,Recall : 1.0, F1-Score : 1.0","Acc : 1.0, Prec : 1.0,Recall : 1.0, F1-Score : 1.0","Acc : 1.0, Prec : 1.0,Recall : 1.0, F1-Score : 1.0","Acc : 1.0, Prec : 1.0,Recall : 1.0, F1-Score : 1.0","Acc : 1.0, Prec : 1.0,Recall : 1.0, F1-Score : 1.0","Acc : 0.25, Prec : 0.0,Recall : 1.0, F1-Score : 0.0","Acc : 1.0, Prec : 1.0,Recall : 1.0, F1-Score : 1.0"
banana,shape,0.9861,0.9444,1.0,0.9714,,"Acc : 1.0, Prec : 1.0,Recall : 1.0, F1-Score : 1.0","Acc : 1.0, Prec : 1.0,Recall : 1.0, F1-Score : 1.0","Acc : 1.0, Prec : 1.0,Recall : 1.0, F1-Score : 1.0","Acc : 1.0, Prec : 1.0,Recall : 1.0, F1-Score : 1.0","Acc : 1.0, Prec : 1.0,Recall : 1.0, F1-Score : 1.0","Acc : 1.0, Prec : 1.0,Recall : 1.0, F1-Score : 1.0","Acc : 1.0, Prec : 1.0,Recall : 1.0, F1-Score : 1.0","Acc : 1.0, Prec : 1.0,Recall : 1.0, F1-Score : 1.0","Acc : 1.0, Prec : 1.0,Recall : 1.0, F1-Score : 1.0","Acc : 1.0, Prec : 1.0,Recall : 1.0, F1-Score : 1.0","Acc : 1.0, Prec : 1.0,Recall : 1.0, F1-Score : 1.0","Acc : 1.0, Prec : 1.0,Recall : 1.0, F1-Score : 1.0","Acc : 1.0, Prec : 1.0,Recall : 1.0, F1-Score : 1.0","Acc : 1.0, Prec : 1.0,Recall : 1.0, F1-Score : 1.0","Acc : 1.0, Prec : 1.0,Recall : 1.0, F1-Score : 1.0","Acc : 1.0, Prec : 1.0,Recall : 1.0, F1-Score : 1.0","Acc : 0.75, Prec : 0.0,Recall : 1.0, F1-Score : 0.0","Acc : 1.0, Prec : 1.0,Recall : 1.0, F1-Score : 1.0"
red,rgb,0.9444,0.9444,1.0,0.9714,,"Acc : 1.0, Prec : 1.0,Recall : 1.0, F1-Score : 1.0","Acc : 1.0, Prec : 1.0,Recall : 1.0, F1-Score : 1.0","Acc : 1.0, Prec : 1.0,Recall : 1.0, F1-Score : 1.0","Acc : 1.0, Prec : 1.0,Recall : 1.0, F1-Score : 1.0","Acc : 1.0, Prec : 1.0,Recall : 1.0, F1-Score : 1.0","Acc : 1.0, Prec : 1.0,Recall : 1.0, F1-Score : 1.0","Acc : 0.0, Prec : 0.0,Recall : 1.0, F1-Score : 0.0","Acc : 1.0, Prec : 1.0,Recall : 1.0, F1-Score : 1.0","Acc : 1.0, Prec : 1.0,Recall : 1.0, F1-Score : 1.0","Acc : 1.0, Prec : 1.0,Recall : 1.0, F1-Score : 1.0","Acc : 1.0, Prec : 1.0,Recall : 1.0, F1-Score : 1.0","Acc : 1.0, Prec : 1.0,Recall : 1.0, F1-Score : 1.0","Acc : 1.0, Prec : 1.0,Recall : 1.0, F1-Score : 1.0","Acc : 1.0, Prec : 1.0,Recall : 1.0, F1-Score : 1.0","Acc : 1.0, Prec : 1.0,Recall : 1.0, F1-Score : 1.0","Acc : 1.0, Prec : 1.0,Recall : 1.0, F1-Score : 1.0","Acc : 1.0, Prec : 1.0,Recall : 1.0, F1-Score : 1.0","Acc : 1.0, Prec : 1.0,Recall : 1.0, F1-Score : 1.0"
red,shape,0.9,0.7778,1.0,0.875,,"Acc : 0.25, Prec : 0.0,Recall : 1.0, F1-Score : 0.0","Acc : 1.0, Prec : 1.0,Recall : 1.0, F1-Score : 1.0","Acc : 1.0, Prec : 1.0,Recall : 1.0, F1-Score : 1.0","Acc : 1.0, Prec : 1.0,Recall : 1.0, F1-Score : 1.0","Acc : 1.0, Prec : 1.0,Recall : 1.0, F1-Score : 1.0","Acc : 1.0, Prec : 1.0,Recall : 1.0, F1-Score : 1.0","Acc : 1.0, Prec : 1.0,Recall : 1.0, F1-Score : 1.0","Acc : 1.0, Prec : 1.0,Recall : 1.0, F1-Score : 1.0","Acc : 0.4, Prec : 0.0,Recall : 1.0, F1-Score : 0.0","Acc : 1.0, Prec : 1.0,Recall : 1.0, F1-Score : 1.0","Acc : 1.0, Prec : 1.0,Recall : 1.0, F1-Score : 1.0","Acc : 1.0, Prec : 1.0,Recall : 1.0, F1-Score : 1.0","Acc : 1.0, Prec : 1.0,Recall : 1.0, F1-Score : 1.0","Acc : 1.0, Prec : 1.0,Recall : 1.0, F1-Score : 1.0","Acc : 1.0, Prec : 1.0,Recall : 1.0, F1-Score : 1.0","Acc : 0.8, Prec : 0.0,Recall : 1.0, F1-Score : 0.0","Acc : 0.75, Prec : 0.0,Recall : 1.0, F1-Score : 0.0","Acc : 1.0, Prec : 1.0,Recall : 1.0, F1-Score : 1.0"
brown,rgb,0.9306,0.9444,0.9444,0.9444,,"Acc : 1.0, Prec : 1.0,Recall : 1.0, F1-Score : 1.0","Acc : 1.0, Prec : 1.0,Recall : 1.0, F1-Score : 1.0","Acc : 1.0, Prec : 1.0,Recall : 1.0, F1-Score : 1.0","Acc : 1.0, Prec : 1.0,Recall : 1.0, F1-Score : 1.0","Acc : 0.0, Prec : 1.0,Recall : 0.0, F1-Score : 0.0","Acc : 1.0, Prec : 1.0,Recall : 1.0, F1-Score : 1.0","Acc : 1.0, Prec : 1.0,Recall : 1.0, F1-Score : 1.0","Acc : 1.0, Prec : 1.0,Recall : 1.0, F1-Score : 1.0","Acc : 1.0, Prec : 1.0,Recall : 1.0, F1-Score : 1.0","Acc : 1.0, Prec : 1.0,Recall : 1.0, F1-Score : 1.0","Acc : 1.0, Prec : 1.0,Recall : 1.0, F1-Score : 1.0","Acc : 1.0, Prec : 1.0,Recall : 1.0, F1-Score : 1.0","Acc : 1.0, Prec : 1.0,Recall : 1.0, F1-Score : 1.0","Acc : 1.0, Prec : 1.0,Recall : 1.0, F1-Score : 1.0","Acc : 1.0, Prec : 1.0,Recall : 1.0, F1-Score : 1.0","Acc : 1.0, Prec : 1.0,Recall : 1.0, F1-Score : 1.0","Acc : 0.75, Prec : 0.0,Recall : 1.0, F1-Score : 0.0","Acc : 1.0, Prec : 1.0,Recall : 1.0, F1-Score : 1.0"
brown,shape,0.912,0.7222,1.0,0.8387,,"Acc : 0.75, Prec : 0.0,Recall : 1.0, F1-Score : 0.0","Acc : 1.0, Prec : 1.0,Recall : 1.0, F1-Score : 1.0","Acc : 1.0, Prec : 1.0,Recall : 1.0, F1-Score : 1.0","Acc : 0.5, Prec : 0.0,Recall : 1.0, F1-Score : 0.0","Acc : 0.75, Prec : 0.0,Recall : 1.0, F1-Score : 0.0","Acc : 1.0, Prec : 1.0,Recall : 1.0, F1-Score : 1.0","Acc : 1.0, Prec : 1.0,Recall : 1.0, F1-Score : 1.0","Acc : 1.0, Prec : 1.0,Recall : 1.0, F1-Score : 1.0","Acc : 1.0, Prec : 1.0,Recall : 1.0, F1-Score : 1.0","Acc : 1.0, Prec : 1.0,Recall : 1.0, F1-Score : 1.0","Acc : 1.0, Prec : 1.0,Recall : 1.0, F1-Score : 1.0","Acc : 1.0, Prec : 1.0,Recall : 1.0, F1-Score : 1.0","Acc : 0.6667, Prec : 0.0,Recall : 1.0, F1-Score : 0.0","Acc : 1.0, Prec : 1.0,Recall : 1.0, F1-Score : 1.0","Acc : 1.0, Prec : 1.0,Recall : 1.0, F1-Score : 1.0","Acc : 1.0, Prec : 1.0,Recall : 1.0, F1-Score : 1.0","Acc : 0.75, Prec : 0.0,Recall : 1.0, F1-Score : 0.0","Acc : 1.0, Prec : 1.0,Recall : 1.0, F1-Score : 1.0"
cube,rgb,0.9481,0.8889,1.0,0.9412,,"Acc : 1.0, Prec : 1.0,Recall : 1.0, F1-Score : 1.0","Acc : 1.0, Prec : 1.0,Recall : 1.0, F1-Score : 1.0","Acc : 1.0, Prec : 1.0,Recall : 1.0, F1-Score : 1.0","Acc : 1.0, Prec : 1.0,Recall : 1.0, F1-Score : 1.0","Acc : 1.0, Prec : 1.0,Recall : 1.0, F1-Score : 1.0","Acc : 1.0, Prec : 1.0,Recall : 1.0, F1-Score : 1.0","Acc : 1.0, Prec : 1.0,Recall : 1.0, F1-Score : 1.0","Acc : 1.0, Prec : 1.0,Recall : 1.0, F1-Score : 1.0","Acc : 0.4, Prec : 0.0,Recall : 1.0, F1-Score : 0.0","Acc : 1.0, Prec : 1.0,Recall : 1.0, F1-Score : 1.0","Acc : 0.6667, Prec : 0.0,Recall : 1.0, F1-Score : 0.0","Acc : 1.0, Prec : 1.0,Recall : 1.0, F1-Score : 1.0","Acc : 1.0, Prec : 1.0,Recall : 1.0, F1-Score : 1.0","Acc : 1.0, Prec : 1.0,Recall : 1.0, F1-Score : 1.0","Acc : 1.0, Prec : 1.0,Recall : 1.0, F1-Score : 1.0","Acc : 1.0, Prec : 1.0,Recall : 1.0, F1-Score : 1.0","Acc : 1.0, Prec : 1.0,Recall : 1.0, F1-Score : 1.0","Acc : 1.0, Prec : 1.0,Recall : 1.0, F1-Score : 1.0"
cube,shape,1.0,1.0,1.0,1.0,,"Acc : 1.0, Prec : 1.0,Recall : 1.0, F1-Score : 1.0","Acc : 1.0, Prec : 1.0,Recall : 1.0, F1-Score : 1.0","Acc : 1.0, Prec : 1.0,Recall : 1.0, F1-Score : 1.0","Acc : 1.0, Prec : 1.0,Recall : 1.0, F1-Score : 1.0","Acc : 1.0, Prec : 1.0,Recall : 1.0, F1-Score : 1.0","Acc : 1.0, Prec : 1.0,Recall : 1.0, F1-Score : 1.0","Acc : 1.0, Prec : 1.0,Recall : 1.0, F1-Score : 1.0","Acc : 1.0, Prec : 1.0,Recall : 1.0, F1-Score : 1.0","Acc : 1.0, Prec : 1.0,Recall : 1.0, F1-Score : 1.0","Acc : 1.0, Prec : 1.0,Recall : 1.0, F1-Score : 1.0","Acc : 1.0, Prec : 1.0,Recall : 1.0, F1-Score : 1.0","Acc : 1.0, Prec : 1.0,Recall : 1.0, F1-Score : 1.0","Acc : 1.0, Prec : 1.0,Recall : 1.0, F1-Score : 1.0","Acc : 1.0, Prec : 1.0,Recall : 1.0, F1-Score : 1.0","Acc : 1.0, Prec : 1.0,Recall : 1.0, F1-Score : 1.0","Acc : 1.0, Prec : 1.0,Recall : 1.0, F1-Score : 1.0","Acc : 1.0, Prec : 1.0,Recall : 1.0, F1-Score : 1.0","Acc : 1.0, Prec : 1.0,Recall : 1.0, F1-Score : 1.0"
triangle,rgb,0.875,0.8333,1.0,0.9091,,"Acc : 1.0, Prec : 1.0,Recall : 1.0, F1-Score : 1.0","Acc : 1.0, Prec : 1.0,Recall : 1.0, F1-Score : 1.0","Acc : 1.0, Prec : 1.0,Recall : 1.0, F1-Score : 1.0","Acc : 1.0, Prec : 1.0,Recall : 1.0, F1-Score : 1.0","Acc : 1.0, Prec : 1.0,Recall : 1.0, F1-Score : 1.0","Acc : 1.0, Prec : 1.0,Recall : 1.0, F1-Score : 1.0","Acc : 1.0, Prec : 1.0,Recall : 1.0, F1-Score : 1.0","Acc : 1.0, Prec : 1.0,Recall : 1.0, F1-Score : 1.0","Acc : 0.0, Prec : 0.0,Recall : 1.0, F1-Score : 0.0","Acc : 1.0, Prec : 1.0,Recall : 1.0, F1-Score : 1.0","Acc : 0.0, Prec : 0.0,Recall : 1.0, F1-Score : 0.0","Acc : 1.0, Prec : 1.0,Recall : 1.0, F1-Score : 1.0","Acc : 1.0, Prec : 1.0,Recall : 1.0, F1-Score : 1.0","Acc : 1.0, Prec : 1.0,Recall : 1.0, F1-Score : 1.0","Acc : 1.0, Prec : 1.0,Recall : 1.0, F1-Score : 1.0","Acc : 1.0, Prec : 1.0,Recall : 1.0, F1-Score : 1.0","Acc : 0.75, Prec : 0.0,Recall : 1.0, F1-Score : 0.0","Acc : 1.0, Prec : 1.0,Recall : 1.0, F1-Score : 1.0"
triangle,shape,0.9444,0.9444,0.9444,0.9444,,"Acc : 1.0, Prec : 1.0,Recall : 1.0, F1-Score : 1.0","Acc : 1.0, Prec : 1.0,Recall : 1.0, F1-Score : 1.0","Acc : 1.0, Prec : 1.0,Recall : 1.0, F1-Score : 1.0","Acc : 1.0, Prec : 1.0,Recall : 1.0, F1-Score : 1.0","Acc : 1.0, Prec : 1.0,Recall : 1.0, F1-Score : 1.0","Acc : 1.0, Prec : 1.0,Recall : 1.0, F1-Score : 1.0","Acc : 1.0, Prec : 1.0,Recall : 1.0, F1-Score : 1.0","Acc : 1.0, Prec : 1.0,Recall : 1.0, F1-Score : 1.0","Acc : 1.0, Prec : 1.0,Recall : 1.0, F1-Score : 1.0","Acc : 1.0, Prec : 1.0,Recall : 1.0, F1-Score : 1.0","Acc : 1.0, Prec : 1.0,Recall : 1.0, F1-Score : 1.0","Acc : 1.0, Prec : 1.0,Recall : 1.0, F1-Score : 1.0","Acc : 1.0, Prec : 1.0,Recall : 1.0, F1-Score : 1.0","Acc : 0.2, Prec : 1.0,Recall : 0.0, F1-Score : 0.0","Acc : 1.0, Prec : 1.0,Recall : 1.0, F1-Score : 1.0","Acc : 0.8, Prec : 0.0,Recall : 1.0, F1-Score : 0.0","Acc : 1.0, Prec : 1.0,Recall : 1.0, F1-Score : 1.0","Acc : 1.0, Prec : 1.0,Recall : 1.0, F1-Score : 1.0"
corn,rgb,0.9444,0.9444,1.0,0.9714,,"Acc : 1.0, Prec : 1.0,Recall : 1.0, F1-Score : 1.0","Acc : 1.0, Prec : 1.0,Recall : 1.0, F1-Score : 1.0","Acc : 1.0, Prec : 1.0,Recall : 1.0, F1-Score : 1.0","Acc : 1.0, Prec : 1.0,Recall : 1.0, F1-Score : 1.0","Acc : 1.0, Prec : 1.0,Recall : 1.0, F1-Score : 1.0","Acc : 1.0, Prec : 1.0,Recall : 1.0, F1-Score : 1.0","Acc : 1.0, Prec : 1.0,Recall : 1.0, F1-Score : 1.0","Acc : 0.0, Prec : 0.0,Recall : 1.0, F1-Score : 0.0","Acc : 1.0, Prec : 1.0,Recall : 1.0, F1-Score : 1.0","Acc : 1.0, Prec : 1.0,Recall : 1.0, F1-Score : 1.0","Acc : 1.0, Prec : 1.0,Recall : 1.0, F1-Score : 1.0","Acc : 1.0, Prec : 1.0,Recall : 1.0, F1-Score : 1.0","Acc : 1.0, Prec : 1.0,Recall : 1.0, F1-Score : 1.0","Acc : 1.0, Prec : 1.0,Recall : 1.0, F1-Score : 1.0","Acc : 1.0, Prec : 1.0,Recall : 1.0, F1-Score : 1.0","Acc : 1.0, Prec : 1.0,Recall : 1.0, F1-Score : 1.0","Acc : 1.0, Prec : 1.0,Recall : 1.0, F1-Score : 1.0","Acc : 1.0, Prec : 1.0,Recall : 1.0, F1-Score : 1.0"
corn,shape,0.9646,0.9444,1.0,0.9714,,"Acc : 1.0, Prec : 1.0,Recall : 1.0, F1-Score : 1.0","Acc : 1.0, Prec : 1.0,Recall : 1.0, F1-Score : 1.0","Acc : 1.0, Prec : 1.0,Recall : 1.0, F1-Score : 1.0","Acc : 1.0, Prec : 1.0,Recall : 1.0, F1-Score : 1.0","Acc : 1.0, Prec : 1.0,Recall : 1.0, F1-Score : 1.0","Acc : 1.0, Prec : 1.0,Recall : 1.0, F1-Score : 1.0","Acc : 1.0, Prec : 1.0,Recall : 1.0, F1-Score : 1.0","Acc : 0.3636, Prec : 0.0,Recall : 1.0, F1-Score : 0.0","Acc : 1.0, Prec : 1.0,Recall : 1.0, F1-Score : 1.0","Acc : 1.0, Prec : 1.0,Recall : 1.0, F1-Score : 1.0","Acc : 1.0, Prec : 1.0,Recall : 1.0, F1-Score : 1.0","Acc : 1.0, Prec : 1.0,Recall : 1.0, F1-Score : 1.0","Acc : 1.0, Prec : 1.0,Recall : 1.0, F1-Score : 1.0","Acc : 1.0, Prec : 1.0,Recall : 1.0, F1-Score : 1.0","Acc : 1.0, Prec : 1.0,Recall : 1.0, F1-Score : 1.0","Acc : 1.0, Prec : 1.0,Recall : 1.0, F1-Score : 1.0","Acc : 1.0, Prec : 1.0,Recall : 1.0, F1-Score : 1.0","Acc : 1.0, Prec : 1.0,Recall : 1.0, F1-Score : 1.0"
cucumber,rgb,0.9444,0.9444,1.0,0.9714,,"Acc : 1.0, Prec : 1.0,Recall : 1.0, F1-Score : 1.0","Acc : 1.0, Prec : 1.0,Recall : 1.0, F1-Score : 1.0","Acc : 1.0, Prec : 1.0,Recall : 1.0, F1-Score : 1.0","Acc : 1.0, Prec : 1.0,Recall : 1.0, F1-Score : 1.0","Acc : 1.0, Prec : 1.0,Recall : 1.0, F1-Score : 1.0","Acc : 1.0, Prec : 1.0,Recall : 1.0, F1-Score : 1.0","Acc : 1.0, Prec : 1.0,Recall : 1.0, F1-Score : 1.0","Acc : 1.0, Prec : 1.0,Recall : 1.0, F1-Score : 1.0","Acc : 1.0, Prec : 1.0,Recall : 1.0, F1-Score : 1.0","Acc : 1.0, Prec : 1.0,Recall : 1.0, F1-Score : 1.0","Acc : 0.0, Prec : 0.0,Recall : 1.0, F1-Score : 0.0","Acc : 1.0, Prec : 1.0,Recall : 1.0, F1-Score : 1.0","Acc : 1.0, Prec : 1.0,Recall : 1.0, F1-Score : 1.0","Acc : 1.0, Prec : 1.0,Recall : 1.0, F1-Score : 1.0","Acc : 1.0, Prec : 1.0,Recall : 1.0, F1-Score : 1.0","Acc : 1.0, Prec : 1.0,Recall : 1.0, F1-Score : 1.0","Acc : 1.0, Prec : 1.0,Recall : 1.0, F1-Score : 1.0","Acc : 1.0, Prec : 1.0,Recall : 1.0, F1-Score : 1.0"
cucumber,shape,0.9289,0.8333,1.0,0.9091,,"Acc : 1.0, Prec : 1.0,Recall : 1.0, F1-Score : 1.0","Acc : 1.0, Prec : 1.0,Recall : 1.0, F1-Score : 1.0","Acc : 1.0, Prec : 1.0,Recall : 1.0, F1-Score : 1.0","Acc : 1.0, Prec : 1.0,Recall : 1.0, F1-Score : 1.0","Acc : 1.0, Prec : 1.0,Recall : 1.0, F1-Score : 1.0","Acc : 1.0, Prec : 1.0,Recall : 1.0, F1-Score : 1.0","Acc : 1.0, Prec : 1.0,Recall : 1.0, F1-Score : 1.0","Acc : 0.6364, Prec : 0.0,Recall : 1.0, F1-Score : 0.0","Acc : 1.0, Prec : 1.0,Recall : 1.0, F1-Score : 1.0","Acc : 1.0, Prec : 1.0,Recall : 1.0, F1-Score : 1.0","Acc : 0.3333, Prec : 0.0,Recall : 1.0, F1-Score : 0.0","Acc : 1.0, Prec : 1.0,Recall : 1.0, F1-Score : 1.0","Acc : 1.0, Prec : 1.0,Recall : 1.0, F1-Score : 1.0","Acc : 1.0, Prec : 1.0,Recall : 1.0, F1-Score : 1.0","Acc : 1.0, Prec : 1.0,Recall : 1.0, F1-Score : 1.0","Acc : 1.0, Prec : 1.0,Recall : 1.0, F1-Score : 1.0","Acc : 0.75, Prec : 0.0,Recall : 1.0, F1-Score : 0.0","Acc : 1.0, Prec : 1.0,Recall : 1.0, F1-Score : 1.0"
cabbage,rgb,0.9444,0.9444,1.0,0.9714,,"Acc : 1.0, Prec : 1.0,Recall : 1.0, F1-Score : 1.0","Acc : 1.0, Prec : 1.0,Recall : 1.0, F1-Score : 1.0","Acc : 1.0, Prec : 1.0,Recall : 1.0, F1-Score : 1.0","Acc : 1.0, Prec : 1.0,Recall : 1.0, F1-Score : 1.0","Acc : 1.0, Prec : 1.0,Recall : 1.0, F1-Score : 1.0","Acc : 1.0, Prec : 1.0,Recall : 1.0, F1-Score : 1.0","Acc : 1.0, Prec : 1.0,Recall : 1.0, F1-Score : 1.0","Acc : 1.0, Prec : 1.0,Recall : 1.0, F1-Score : 1.0","Acc : 1.0, Prec : 1.0,Recall : 1.0, F1-Score : 1.0","Acc : 1.0, Prec : 1.0,Recall : 1.0, F1-Score : 1.0","Acc : 1.0, Prec : 1.0,Recall : 1.0, F1-Score : 1.0","Acc : 1.0, Prec : 1.0,Recall : 1.0, F1-Score : 1.0","Acc : 1.0, Prec : 1.0,Recall : 1.0, F1-Score : 1.0","Acc : 1.0, Prec : 1.0,Recall : 1.0, F1-Score : 1.0","Acc : 0.0, Prec : 0.0,Recall : 1.0, F1-Score : 0.0","Acc : 1.0, Prec : 1.0,Recall : 1.0, F1-Score : 1.0","Acc : 1.0, Prec : 1.0,Recall : 1.0, F1-Score : 1.0","Acc : 1.0, Prec : 1.0,Recall : 1.0, F1-Score : 1.0"
cabbage,shape,0.9444,0.9444,1.0,0.9714,,"Acc : 1.0, Prec : 1.0,Recall : 1.0, F1-Score : 1.0","Acc : 1.0, Prec : 1.0,Recall : 1.0, F1-Score : 1.0","Acc : 1.0, Prec : 1.0,Recall : 1.0, F1-Score : 1.0","Acc : 1.0, Prec : 1.0,Recall : 1.0, F1-Score : 1.0","Acc : 1.0, Prec : 1.0,Recall : 1.0, F1-Score : 1.0","Acc : 1.0, Prec : 1.0,Recall : 1.0, F1-Score : 1.0","Acc : 1.0, Prec : 1.0,Recall : 1.0, F1-Score : 1.0","Acc : 1.0, Prec : 1.0,Recall : 1.0, F1-Score : 1.0","Acc : 1.0, Prec : 1.0,Recall : 1.0, F1-Score : 1.0","Acc : 1.0, Prec : 1.0,Recall : 1.0, F1-Score : 1.0","Acc : 1.0, Prec : 1.0,Recall : 1.0, F1-Score : 1.0","Acc : 1.0, Prec : 1.0,Recall : 1.0, F1-Score : 1.0","Acc : 1.0, Prec : 1.0,Recall : 1.0, F1-Score : 1.0","Acc : 1.0, Prec : 1.0,Recall : 1.0, F1-Score : 1.0","Acc : 0.0, Prec : 0.0,Recall : 1.0, F1-Score : 0.0","Acc : 1.0, Prec : 1.0,Recall : 1.0, F1-Score : 1.0","Acc : 1.0, Prec : 1.0,Recall : 1.0, F1-Score : 1.0","Acc : 1.0, Prec : 1.0,Recall : 1.0, F1-Score : 1.0"
arch,rgb,0.9176,0.8333,1.0,0.9091,,"Acc : 1.0, Prec : 1.0,Recall : 1.0, F1-Score : 1.0","Acc : 1.0, Prec : 1.0,Recall : 1.0, F1-Score : 1.0","Acc : 1.0, Prec : 1.0,Recall : 1.0, F1-Score : 1.0","Acc : 0.75, Prec : 0.0,Recall : 1.0, F1-Score : 0.0","Acc : 1.0, Prec : 1.0,Recall : 1.0, F1-Score : 1.0","Acc : 1.0, Prec : 1.0,Recall : 1.0, F1-Score : 1.0","Acc : 1.0, Prec : 1.0,Recall : 1.0, F1-Score : 1.0","Acc : 1.0, Prec : 1.0,Recall : 1.0, F1-Score : 1.0","Acc : 0.6, Prec : 0.0,Recall : 1.0, F1-Score : 0.0","Acc : 1.0, Prec : 1.0,Recall : 1.0, F1-Score : 1.0","Acc : 0.1667, Prec : 0.0,Recall : 1.0, F1-Score : 0.0","Acc : 1.0, Prec : 1.0,Recall : 1.0, F1-Score : 1.0","Acc : 1.0, Prec : 1.0,Recall : 1.0, F1-Score : 1.0","Acc : 1.0, Prec : 1.0,Recall : 1.0, F1-Score : 1.0","Acc : 1.0, Prec : 1.0,Recall : 1.0, F1-Score : 1.0","Acc : 1.0, Prec : 1.0,Recall : 1.0, F1-Score : 1.0","Acc : 1.0, Prec : 1.0,Recall : 1.0, F1-Score : 1.0","Acc : 1.0, Prec : 1.0,Recall : 1.0, F1-Score : 1.0"
