Epoch, Color Log Likelihood, Shape Loglikehood, Object Loglikelihood
710,-21882.5,-14628.5,-14407
711,-21878.6,-14693.9,-14420
712,-21882.1,-14617.3,-14372.6
713,-21875.2,-14524.2,-14343.4
714,-21881,-14578.6,-14372.3
715,-21876.3,-14651.2,-14420.4
716,-21881.5,-14544.1,-14343.5
717,-21876.5,-14716,-14419.5
718,-21877.3,-14576.8,-14370.2
719,-21875.7,-14621,-14397.9
720,-21875.5,-14579.3,-14378.8
721,-21876.2,-14582.6,-14395.8
722,-21879.4,-14627.6,-14397.3
723,-21877.4,-14677.2,-14433.2
724,-21877.2,-14586.1,-14388.2
725,-21875.8,-14640.6,-14409.7
726,-21879.9,-14741.9,-14431.2
727,-21876.8,-14754.1,-14415.5
728,-21878.3,-14606.2,-14370.1
729,-21875.4,-14627.3,-14413.4
730,-21880.4,-14702.8,-14414.1
731,-21874.4,-14658.7,-14422.1
732,-21878.3,-14552.8,-14337.2
733,-21875.2,-14561.9,-14401.1
734,-21879.5,-14740.8,-14423.6
735,-21875.2,-14642.9,-14412.5
736,-21877.1,-14579.3,-14395.7
737,-21875.3,-14678.7,-14414.4
738,-21876,-14568.1,-14379.3
739,-21878.1,-14744.2,-14438.7
740,-21877.5,-14592.5,-14401.2
741,-21875.5,-14542,-14374.7
742,-21873.9,-14744.3,-14464.8
743,-21871,-14591.9,-14406.3
744,-21881.4,-14805.2,-14466.5
745,-21877,-14632.6,-14428.6
746,-21880.8,-14742.4,-14448.5
747,-21875.4,-14702.1,-14465.1
748,-21880.2,-14750.2,-14448.4
749,-21877.4,-14857.4,-14474.1
750,-21882.6,-14649,-14385
751,-21879.1,-14811.3,-14468.8
752,-21878.8,-14625.4,-14402.3
753,-21872.8,-14588.1,-14398.3
754,-21880.7,-14754.7,-14442.1
755,-21874.9,-14740.8,-14450.9
756,-21881.9,-14795.4,-14465.8
757,-21871.9,-14529.6,-14366.9
758,-21873.1,-14570.1,-14362.7
759,-21873.3,-14713.4,-14430.2
760,-21874.4,-14716.1,-14420
761,-21877.3,-14822.6,-14452.2
762,-21873.2,-14683.9,-14404.9
763,-21872.6,-14709,-14416.1
764,-21875.5,-14726.7,-14418.6
765,-21871.9,-14759.6,-14475.1
766,-21870,-14563,-14403.9
767,-21871.3,-14662.8,-14434.1
768,-21869.4,-14569.4,-14412.5
769,-21871.8,-14729.5,-14457.6
770,-21873.4,-14659.5,-14448.1
771,-21871.4,-14638.5,-14423.8
772,-21875.7,-14664.4,-14404.2
773,-21870.6,-14658.3,-14429.6
774,-21876.2,-14593.2,-14378.5
775,-21873.4,-14732.2,-14443
776,-21874.7,-14676.5,-14411.3
777,-21875.2,-14685.3,-14410.3
778,-21880.3,-14688.5,-14399
779,-21871,-14546.6,-14365.4
780,-21877.6,-14623.3,-14415.7
781,-21872.3,-14580.2,-14400.8
782,-21877,-14583.7,-14387.7
783,-21872.7,-14587.1,-14418
784,-21876.2,-14524,-14365.5
785,-21873.9,-14709,-14466.1
786,-21875.3,-14585.8,-14391.9
787,-21872.3,-14664.3,-14414
788,-21876.8,-14683.3,-14414.5
789,-21873.5,-14689.3,-14442.2
790,-21873.8,-14539,-14385.9
791,-21871.6,-14586.5,-14410.1
792,-21874.8,-14568.3,-14409
793,-21874,-14684.2,-14445.5
794,-21877.7,-14655.2,-14408.9
795,-21874.6,-14633.7,-14432.8
796,-21873.2,-14562.5,-14395.4
797,-21868.9,-14540.3,-14391.3
798,-21875.1,-14612,-14399.9
799,-21876,-14635.1,-14409.6
800,-21876.6,-14614.7,-14421.6
801,-21872.5,-14602.5,-14424
802,-21872.2,-14545.2,-14372.8
803,-21872.7,-14702.5,-14446.3
804,-21880.3,-14847.5,-14441.4
805,-21875.9,-14773.3,-14433.1
806,-21873.6,-14549.1,-14345.2
807,-21872.6,-14572.5,-14413.5
808,-21874.5,-14532.1,-14367.7
809,-21875.5,-14872.5,-14461.3
810,-21877.8,-14834.6,-14454.8
811,-21873.4,-14751.8,-14461.8
812,-21871.6,-14592.7,-14388.8
813,-21870.7,-14712.6,-14456.6
814,-21875.8,-14911.3,-14492.8
815,-21873.2,-14658.4,-14425.8
816,-21876.2,-14869.5,-14498.2
817,-21868.6,-14607.2,-14410.1
818,-21873.5,-14767.1,-14443.7
819,-21870.2,-14704.6,-14436.3
820,-21877,-14891.6,-14468.2
821,-21873.5,-14602.6,-14394.9
822,-21874.9,-14687.7,-14422.5
823,-21870.5,-14563.9,-14398.4
824,-21876.8,-14615.3,-14402.3
825,-21874.3,-14722.6,-14446.1
826,-21878.4,-14752.5,-14425.9
827,-21872.3,-14546.7,-14396.6
828,-21874.6,-14674.8,-14432.7
829,-21870.8,-14598.8,-14404.7
830,-21874.1,-14543.9,-14364.8
831,-21871,-14670.1,-14451.3
832,-21879.4,-14852.5,-14475.8
833,-21872.8,-14664.5,-14435.5
834,-21875.4,-14664.3,-14457.6
835,-21870.6,-14694.7,-14466.7
836,-21877,-14815.9,-14486.8
837,-21877.3,-14850.3,-14495.1
838,-21868.6,-14566.4,-14390.7
839,-21872.3,-14675.1,-14420.2
840,-21872.2,-14708.8,-14452.7
841,-21871.9,-14930.6,-14532.7
842,-21872.9,-14804.5,-14500.7
843,-21871,-14782.6,-14488.2
844,-21869.8,-14654.7,-14460.3
845,-21868.2,-14584.7,-14378.1
846,-21868.5,-14675.7,-14410.5
847,-21870.1,-14769.1,-14442.7
848,-21867.4,-14584.4,-14398.4
849,-21867.4,-14546.1,-14377.9
850,-21871.6,-14806.8,-14457.1
851,-21871.9,-14897.4,-14445.1
852,-21873.2,-14589.8,-14419.9
853,-21871,-14587.7,-14405.8
854,-21873.2,-14656.2,-14405.9
855,-21871.9,-14602.6,-14402.5
856,-21878.1,-14751.4,-14421.8
857,-21874,-14778.2,-14478.1
858,-21874.2,-14595.2,-14404.7
859,-21868.9,-14682.8,-14422.8
860,-21877.5,-14780.1,-14453.3
861,-21872.2,-14727.7,-14418.6
862,-21871.2,-14573.5,-14388.5
863,-21867.6,-14574.7,-14411.1
864,-21874.9,-14723.3,-14446.6
865,-21866.9,-14695.4,-14470.6
866,-21870.9,-14598.8,-14412.7
867,-21869.4,-14688.5,-14463.5
868,-21871.2,-14540.7,-14378.8
869,-21867.5,-14650.3,-14433.1
870,-21867.7,-14610.9,-14427.4
871,-21868.7,-14674.3,-14460
872,-21871.6,-14735.6,-14450.5
873,-21869.9,-14667.8,-14435.3
874,-21869.7,-14690.8,-14431.4
875,-21873.9,-14779.2,-14422.4
876,-21868.9,-14582.1,-14393.2
877,-21869.3,-14745.1,-14458.2
878,-21872.4,-14764.8,-14436
879,-21870.9,-14827.9,-14485.3
880,-21871.1,-14596.1,-14379.7
881,-21867.7,-14650.9,-14429.9
882,-21872.5,-14691.7,-14455.9
883,-21872.9,-14798.8,-14454.8
884,-21875.1,-14672.4,-14395.7
885,-21872.2,-14699,-14438.8
886,-21869,-14618.7,-14418.3
887,-21870.1,-14634,-14362
888,-21877.6,-14773.1,-14450.4
889,-21872.7,-14834.8,-14480.6
890,-21871.9,-14578.6,-14373.1
891,-21869.3,-14649.5,-14414.5
892,-21869.8,-14566.8,-14391.1
893,-21871.3,-14599.1,-14407.2
894,-21877.1,-14786,-14468.8
895,-21869.8,-14550.4,-14396.8
896,-21871.9,-14685,-14436.4
897,-21867.7,-14614.6,-14425.2
898,-21874.3,-14776.7,-14446.6
899,-21866.2,-14583.8,-14364.1
900,-21870.1,-14556,-14388.6
901,-21863.8,-14552.8,-14383.5
902,-21869.1,-14552.8,-14372.4
903,-21865.8,-14562.2,-14395.1
904,-21872,-14586.3,-14372.6
905,-21873.2,-14752.1,-14453.6
906,-21867.3,-14569.9,-14406.4
907,-21866.3,-14544.8,-14394.1
908,-21873.9,-14630,-14426.5
909,-21869.9,-14632.1,-14423.3
910,-21875,-14631.8,-14436.4
911,-21868.4,-14570.5,-14407.3
912,-21874.2,-14694.7,-14461.7
913,-21871.7,-14654.7,-14477.1
914,-21870,-14568.7,-14387.7
915,-21867.8,-14614.6,-14442.3
916,-21868.8,-14683.2,-14442.4
917,-21866,-14556,-14393.7
918,-21868.9,-14706.4,-14450.8
919,-21866.1,-14615.5,-14420.3
920,-21866.3,-14596.8,-14395
921,-21867.2,-14640.9,-14414.5
922,-21869.4,-14658,-14390.3
923,-21868.9,-14746.2,-14472.8
924,-21874.9,-14751.7,-14440.2
925,-21869.2,-14546.1,-14387.2
926,-21876,-14633.8,-14420.1
927,-21869.6,-14710,-14466.8
928,-21872,-14618.4,-14421.2
929,-21871.2,-14657.5,-14449.8
930,-21870.9,-14688.2,-14467.3
931,-21865.6,-14558.1,-14381.9
932,-21870.7,-14548.7,-14375.8
933,-21868.3,-14866.6,-14475
934,-21871,-14583.4,-14384.3
935,-21863.7,-14598.8,-14423.8
936,-21869.7,-14565.5,-14401.1
937,-21868.3,-14643.8,-14411.9
938,-21870.6,-14646,-14427.7
939,-21868.1,-14625.9,-14446.6
940,-21870.7,-14723.5,-14441.6
941,-21866.1,-14635,-14437.8
942,-21868.3,-14553.3,-14383.3
943,-21869.3,-14708.9,-14466.5
944,-21871.1,-14785.9,-14478.3
945,-21867.4,-14706.4,-14463.8
946,-21869.2,-14633.4,-14418.9
947,-21863.2,-14566.1,-14410.9
948,-21869.9,-14667.6,-14447
949,-21868.6,-14777.1,-14468.9
950,-21873.7,-14787.5,-14423.7
951,-21864.6,-14637.4,-14426.9
952,-21864.8,-14638.3,-14471.8
953,-21866.1,-14831.4,-14480
954,-21870.3,-14756.1,-14452.3
955,-21869.1,-14741.7,-14434.1
956,-21868.2,-14608.9,-14392.8
957,-21869,-14706.1,-14460.3
958,-21869.3,-14725.7,-14463.5
959,-21867.8,-14842.7,-14482.2
960,-21873.6,-14708.2,-14427.4
961,-21868.7,-14712,-14444.4
962,-21868.6,-14657,-14419.3
963,-21869.2,-14728.2,-14450.1
964,-21872,-14703,-14422.8
965,-21869.8,-14670.3,-14423.4
966,-21870.6,-14564.3,-14363.7
967,-21867,-14638.6,-14425.4
968,-21875.9,-14679.1,-14442.5
969,-21866.9,-14622.3,-14434.4
970,-21870.1,-14596.3,-14414.8
971,-21866.2,-14784.7,-14474.6
972,-21869.7,-14715.5,-14403.3
973,-21865.7,-14586.2,-14422.2
974,-21869.2,-14617.3,-14420.4
975,-21864.7,-14584,-14398.2
976,-21873,-14828.8,-14477.4
977,-21870.9,-14799.1,-14446.3
978,-21867.5,-14554.5,-14375.6
979,-21864.7,-14634.1,-14434.5
980,-21867.9,-14680.1,-14429
981,-21868.1,-14823.5,-14490.3
982,-21872.7,-14787.3,-14450.8
983,-21863,-14655.4,-14452.1
984,-21869.4,-14779.2,-14474.6
985,-21868.5,-14802.3,-14446.7
986,-21870.6,-14665.6,-14439.5
987,-21864.3,-14651.4,-14468.8
988,-21866.5,-14733.7,-14492.2
989,-21863.2,-14601.4,-14420
990,-21864.3,-14628.2,-14428.9
991,-21867.7,-14751.4,-14453.7
992,-21866.7,-14693.4,-14425.2
993,-21861.8,-14637.5,-14421.3
994,-21868.3,-14598,-14398.3
995,-21865.5,-14668.5,-14425.3
996,-21868.5,-14661.9,-14445.5
997,-21864.1,-14576.7,-14406.2
998,-21871.9,-14775.5,-14480.2
999,-21869.3,-14811.6,-14486.4
1000,-21875.1,-14844.4,-14494.3
1001,-21873.6,-14811.5,-14484.9
1002,-21875.9,-14751.2,-14482.5
1003,-21865.6,-14583.4,-14410.5
1004,-21871.5,-14648.3,-14427.5
1005,-21870,-14696.2,-14463.3
1006,-21876.1,-14849.5,-14495.7
1007,-21869.1,-14827.9,-14500.9
1008,-21870,-14686.5,-14432.7
1009,-21865.4,-14713.9,-14450.9
1010,-21870,-14713.1,-14449.8
1011,-21869.5,-14790.6,-14439.7
1012,-21873.2,-14837,-14482.3
1013,-21863.1,-14623.9,-14433.5
1014,-21869.1,-14785.2,-14474.9
1015,-21866.2,-14716.7,-14464.3
1016,-21868.3,-14698,-14416
1017,-21868.4,-14797.8,-14513.2
1018,-21866,-14604.8,-14422.1
1019,-21864.2,-14629.6,-14442.4
1020,-21869.2,-14720.4,-14486.8
1021,-21864,-14677,-14455.4
1022,-21865.6,-14639.4,-14410.9
1023,-21867.3,-14749.3,-14459.9
1024,-21870.8,-14863,-14482
1025,-21865.4,-14747.4,-14440.2
1026,-21863,-14551,-14383.2
1027,-21865.2,-14649.6,-14421.3
1028,-21867.7,-14661.4,-14440.2
1029,-21867.4,-14731.4,-14435.2
1030,-21868.7,-14826.6,-14414.2
1031,-21865.8,-14694.8,-14430.9
1032,-21864.3,-14751,-14459.5
1033,-21867.5,-14887.5,-14506.2
1034,-21869.8,-14843.2,-14449.6
1035,-21873,-14797.3,-14451.7
1036,-21868.3,-14618.5,-14404.2
1037,-21870.5,-14680.5,-14444.8
1038,-21870,-14689.5,-14427.6
1039,-21868.4,-14641.7,-14421.3
1040,-21868.1,-14668.8,-14437.8
1041,-21862.2,-14567.1,-14401.8
1042,-21869.5,-14612.4,-14414.1
1043,-21863.1,-14594.9,-14428.6
1044,-21868.6,-14705.6,-14431.9
1045,-21864.6,-14660.6,-14426.3
1046,-21869.5,-14708.3,-14392.7
1047,-21859.1,-14581.9,-14412.9
1048,-21867,-14694.2,-14448.5
1049,-21864.8,-14786.5,-14416.7
1050,-21865.7,-14746.2,-14446.5
1051,-21866.9,-14812.5,-14466.9
1052,-21864.2,-14643.1,-14420.4
1053,-21861.3,-14642,-14438.8
1054,-21865.1,-14632,-14382
1055,-21867.2,-14874,-14486.9
1056,-21870.5,-14844.6,-14466.4
1057,-21869.7,-14807.5,-14459
1058,-21864.3,-14652.8,-14400.7
1059,-21864.2,-14693.7,-14425.8
1060,-21869.4,-14776.6,-14467.5
1061,-21871.1,-14846.1,-14499.7
1062,-21870.7,-14794.9,-14458.7
1063,-21866.2,-14799.8,-14472.8
1064,-21868.4,-14668.9,-14447
1065,-21865.9,-14648.3,-14442.4
1066,-21870.5,-14744.2,-14467.7
1067,-21868.4,-14865.6,-14510.8
1068,-21865.7,-14641.6,-14437.8
1069,-21863.2,-14696.5,-14469.4
1070,-21865.9,-14608,-14412.4
1071,-21867.1,-14737.2,-14457.1
1072,-21869.3,-14731.1,-14468.4
1073,-21865.2,-14660.7,-14467
1074,-21865.3,-14600.4,-14408.8
1075,-21865.6,-14614.3,-14432.5
1076,-21864.5,-14614.8,-14435.9
1077,-21864.5,-14739.4,-14452.7
1078,-21868.2,-14667.9,-14453.9
1079,-21862.8,-14630.8,-14419.1
1080,-21867.6,-14674.4,-14458.4
1081,-21863.7,-14781.6,-14494.1
1082,-21868,-14638.4,-14407.5
1083,-21862.7,-14680.4,-14452.6
1084,-21864.8,-14588.6,-14412.6
1085,-21865.9,-14697.2,-14459.7
1086,-21867.6,-14634.9,-14423.9
1087,-21868.3,-14896.4,-14505.4
1088,-21860.5,-14633.2,-14434.8
1089,-21860,-14637.1,-14437.4
1090,-21861.5,-14745.3,-14454.4
1091,-21862.1,-14673.7,-14466.4
1092,-21864.3,-14714.1,-14447.1
1093,-21867.5,-14901.6,-14565.2
1094,-21862.9,-14642.8,-14428.8
1095,-21863.5,-14721.6,-14479.7
1096,-21866.4,-14651.4,-14444.6
1097,-21868.2,-14915.5,-14518.5
1098,-21869,-14661.7,-14448.9
1099,-21865.4,-14563.9,-14387
1100,-21868.2,-14670,-14452.8
1101,-21864.3,-14678.9,-14447.2
1102,-21870.8,-14719.4,-14430
1103,-21865.3,-14681.5,-14447.9
1104,-21869.5,-14752.4,-14449.4
1105,-21860.6,-14618.7,-14464.8
1106,-21869.3,-14746.4,-14455.2
1107,-21867.5,-14772.3,-14442.4
1108,-21871.7,-14821.8,-14454.9
1109,-21866.6,-14715.5,-14448
1110,-21864.1,-14770.7,-14455
1111,-21861.1,-14604.5,-14440.3
1112,-21863.1,-14749,-14433.9
1113,-21863.9,-14650,-14398.2
1114,-21864.5,-14685.4,-14447.1
1115,-21862.1,-14763.2,-14473
1116,-21863.2,-14789.7,-14464.8
1117,-21860.8,-14617,-14425.8
1118,-21862.8,-14662.5,-14420.5
1119,-21865.2,-14643.7,-14411.2
1120,-21864.3,-14639.4,-14415
1121,-21862.2,-14562.9,-14397.2
1122,-21859,-14607.9,-14424.4
1123,-21863.8,-14735.6,-14454.7
1124,-21870.8,-14730.3,-14444.2
1125,-21868.6,-14843,-14503
1126,-21866.4,-14622,-14421.4
1127,-21865.1,-14618.1,-14410.4
1128,-21866.7,-14747.4,-14455.3
1129,-21870.3,-14896.1,-14510.3
1130,-21868.8,-14683,-14460.7
1131,-21867,-14797.5,-14501.3
1132,-21868.2,-14735.5,-14482.7
1133,-21862.1,-14720.4,-14437
1134,-21868.2,-14714.7,-14429.9
1135,-21866.7,-14855.3,-14502.4
1136,-21865,-14627.7,-14413.9
1137,-21860.8,-14716,-14460.9
1138,-21866.5,-14737.4,-14478.4
1139,-21864.8,-14679.4,-14417.4
1140,-21866.8,-14766.6,-14444.5
1141,-21861.6,-14734.8,-14468.7
1142,-21862,-14620.7,-14404.2
1143,-21862.7,-14675.8,-14449.6
1144,-21862.2,-14582.1,-14393.3
1145,-21861.6,-14658.2,-14446.5
1146,-21863.1,-14571.4,-14410.7
1147,-21861.7,-14709.9,-14455.3
1148,-21863.2,-14651,-14410.5
1149,-21864.6,-14645.5,-14408.9
1150,-21866,-14744.2,-14428.9
1151,-21863.7,-14637.8,-14428
1152,-21865.9,-14591,-14395.2
1153,-21861.2,-14626.2,-14450.7
1154,-21866.9,-14560.9,-14369.6
1155,-21865.2,-14748.5,-14487.8
1156,-21862.9,-14634.4,-14436.3
1157,-21860.4,-14597.1,-14433.4
1158,-21863.9,-14743.6,-14477.7
1159,-21862.6,-14712.2,-14462.1
1160,-21864.5,-14674.3,-14434.9
1161,-21863.7,-14817.1,-14500.9
1162,-21863.2,-14729.7,-14417
1163,-21858.5,-14647.1,-14459.3
1164,-21860.5,-14825.3,-14467.2
1165,-21864,-14898.5,-14502.9
1166,-21867.6,-14873.5,-14484.8
1167,-21861.4,-14580.6,-14402.9
1168,-21865.2,-14713.8,-14464.5
1169,-21864.1,-14821.5,-14505.9
1170,-21871.4,-14799.4,-14483.6
1171,-21863.6,-14636,-14441.4
1172,-21868.2,-14719.4,-14448.3
1173,-21864.1,-14779.9,-14501.5
1174,-21866.9,-14786.5,-14503.1
1175,-21865.8,-14869.2,-14484
1176,-21870.5,-14953.9,-14532.9
1177,-21859.9,-14584.1,-14395.6
1178,-21861.2,-14576.8,-14421.7
1179,-21860.2,-14732.5,-14469.2
1180,-21861.6,-14853.9,-14503.6
1181,-21864.6,-14907.1,-14514.1
1182,-21860.8,-14669.7,-14432.4
1183,-21858.4,-14592.9,-14417.3
1184,-21864.4,-14656.1,-14449.2
1185,-21863.2,-14836.4,-14460.4
1186,-21864.9,-14659.3,-14422.8
1187,-21863.5,-14822.9,-14478.7
1188,-21861.8,-14664.6,-14439.1
1189,-21859.4,-14645.5,-14444.6
1190,-21864.8,-14789.9,-14455.1
1191,-21863.4,-14655.9,-14453.4
1192,-21863.4,-14631.9,-14440.5
1193,-21860.2,-14609.6,-14448.5
1194,-21865.5,-14729.9,-14474.9
1195,-21859.5,-14798.7,-14466.1
1196,-21862.8,-14616.4,-14422.7
1197,-21861.3,-14609.7,-14404.4
1198,-21862.5,-14560.2,-14401.9
1199,-21859.1,-14579.5,-14419.3
1200,-21864.6,-14754.5,-14439
1201,-21864,-14806.1,-14479.1
1202,-21865.3,-14636.9,-14408.9
1203,-21863.9,-14769.7,-14522.5
1204,-21866.8,-14715.2,-14461.9
1205,-21863.1,-14856.1,-14479.1
1206,-21864,-14602.6,-14410.8
1207,-21861.1,-14671.9,-14444.9
1208,-21863.3,-14583.4,-14409.1
1209,-21860.9,-14649.9,-14447.2
1210,-21866.8,-14700,-14423.8
1211,-21862,-14817.5,-14471.2
1212,-21869.3,-14793.3,-14420.8
1213,-21860.8,-14640,-14411.8
1214,-21861.9,-14676.8,-14444.3
1215,-21860.7,-14801.5,-14454.2
1216,-21865.2,-14843.4,-14487.5
1217,-21865.4,-14834.7,-14473.6
1218,-21865.1,-14696.5,-14452.8
1219,-21860.4,-14613.5,-14439.8
1220,-21866.8,-14742.8,-14455.9
1221,-21863.2,-14648.6,-14422.9
1222,-21867,-14828,-14481.6
1223,-21859.2,-14572.1,-14382.2
1224,-21862.7,-14689,-14444
1225,-21863,-14644.5,-14463.1
1226,-21867.8,-14775.4,-14429.2
1227,-21864.2,-14647.4,-14440
1228,-21863.5,-14753.3,-14455.4
1229,-21859,-14588,-14443.3
1230,-21863,-14689.5,-14422.1
1231,-21863.1,-14799.9,-14472.6
1232,-21864.3,-14831.4,-14459.8
1233,-21864.1,-14896.3,-14486.1
1234,-21859.4,-14612.9,-14426.4
1235,-21859.6,-14684.4,-14433.8
1236,-21861.6,-14787.6,-14455.5
1237,-21864.2,-14864,-14490.4
1238,-21865.5,-14896.7,-14496
1239,-21862.1,-14711.9,-14442.4
1240,-21861.7,-14575.9,-14393.5
1241,-21861.6,-14649.9,-14443.4
1242,-21869,-14871.9,-14471.3
1243,-21862.9,-14743.5,-14444.7
1244,-21861.5,-14626.2,-14412.4
1245,-21858.2,-14642.8,-14439
1246,-21865.1,-14789.6,-14458.8
1247,-21860.1,-14704.6,-14457.1
1248,-21861.5,-14601.8,-14410.6
1249,-21858.6,-14668.2,-14420.1
1250,-21860.8,-14614.4,-14391.3
1251,-21861,-14649,-14425.5
1252,-21858.6,-14618.3,-14426
1253,-21857.7,-14633.7,-14444
1254,-21862.4,-14677.1,-14446.3
1255,-21860.3,-14621,-14419.9
1256,-21860.5,-14654.5,-14436.9
1257,-21855.4,-14590.3,-14427
1258,-21863,-14666.2,-14441.1
1259,-21861.8,-14789.7,-14483.1
1260,-21864,-14810,-14453.4
1261,-21862.6,-14754.3,-14483.7
1262,-21868.7,-14806.4,-14490.7
1263,-21857.5,-14606.3,-14434.7
1264,-21869.1,-14850.8,-14517.2
1265,-21859.6,-14620.7,-14427.9
1266,-21871.5,-14811.2,-14496.3
1267,-21861.2,-14635.7,-14453.6
1268,-21860.3,-14625.7,-14418.7
1269,-21861.2,-14748.7,-14470.2
1270,-21863,-14718.5,-14430.9
1271,-21860.3,-14687.2,-14481.6
1272,-21860.4,-14641.6,-14461.5
1273,-21855.9,-14668.6,-14457.6
1274,-21861.4,-14667.7,-14433.7
1275,-21859.2,-14697.9,-14419.1
1276,-21859.1,-14622.7,-14439.1
1277,-21857.9,-14545.3,-14412.4
1278,-21859.9,-14600.4,-14431.3
1279,-21862,-14783.7,-14499.1
1280,-21864.1,-14671.8,-14445.8
1281,-21861.7,-14847.6,-14523.4
1282,-21859.3,-14609.7,-14405.7
1283,-21859.1,-14710.3,-14472.3
1284,-21861.6,-14699.5,-14440.3
1285,-21860.2,-14605.5,-14424.1
1286,-21864.4,-14650.9,-14425.8
1287,-21861.2,-14732.8,-14494.5
1288,-21866.8,-14776.9,-14500.1
1289,-21858.5,-14718.7,-14483.1
1290,-21861.5,-14667.6,-14473.7
1291,-21857.1,-14560.3,-14397.2
1292,-21860.4,-14594.5,-14421
1293,-21859.6,-14680.2,-14452.9
1294,-21863.8,-14645,-14426.6
1295,-21860.4,-14672.7,-14463
1296,-21859.9,-14689.1,-14424.8
1297,-21858.1,-14674.9,-14467.7
1298,-21859,-14721.9,-14487
1299,-21860.6,-14781.6,-14478.5
1300,-21858.6,-14718,-14453.9
1301,-21856.1,-14570,-14387.7
1302,-21857.2,-14602.1,-14412
1303,-21858.8,-14652.4,-14446.1
1304,-21866,-14839.6,-14463.6
1305,-21861,-14701.4,-14470.8
1306,-21863.7,-14720.6,-14453.9
1307,-21860.7,-14606.2,-14404.3
1308,-21863.9,-14779.1,-14454
1309,-21861.7,-14634,-14443.7
1310,-21867.6,-14769.4,-14428
1311,-21863.5,-14650.9,-14425.9
1312,-21865.4,-14673.4,-14443.4
1313,-21860.2,-14630.3,-14432.6
1314,-21859.4,-14565.8,-14385.9
1315,-21860.6,-14740.4,-14450.4
1316,-21864.5,-14636.2,-14416.6
1317,-21860.8,-14699.7,-14464.2
1318,-21861.8,-14830.9,-14498.7
1319,-21859.7,-14684.5,-14457.1
1320,-21864.1,-14802.3,-14447.7
1321,-21864.4,-14917.2,-14503.7
1322,-21861.5,-14837.9,-14470.6
1323,-21855.8,-14602.7,-14416.8
1324,-21858.3,-14593.7,-14414.6
1325,-21860.4,-14686.9,-14414.3
1326,-21865.4,-14709.7,-14416.1
1327,-21858.8,-14690.3,-14464.1
1328,-21862.8,-14725.1,-14442.9
1329,-21858.2,-14707.7,-14477.2
1330,-21861.5,-14610.7,-14403
1331,-21863.6,-14841,-14521.4
1332,-21866.5,-14738.7,-14470.7
1333,-21859.8,-14728,-14469.2
1334,-21860.3,-14609,-14421.5
1335,-21857.6,-14753.4,-14493
1336,-21866.4,-14775,-14427.9
1337,-21858.8,-14648.4,-14433.8
1338,-21860.5,-14665,-14444.2
1339,-21856.2,-14643.4,-14466.6
1340,-21863.2,-14683.6,-14438.4
1341,-21858.2,-14583.8,-14389.1
1342,-21861.7,-14669.6,-14448.6
1343,-21858.5,-14648.1,-14451.1
1344,-21863.5,-14699.6,-14426.3
1345,-21857.6,-14653.7,-14446.8
1346,-21858.4,-14606.7,-14415.6
1347,-21859.9,-14682.8,-14446.2
1348,-21859.3,-14655.2,-14465.7
1349,-21859.9,-14631.8,-14444.2
1350,-21861.4,-14706.5,-14479
1351,-21859.8,-14627.3,-14431.8
1352,-21863.2,-14770.1,-14493.7
1353,-21861.4,-14739.2,-14466.7
1354,-21862,-14588.8,-14409.1
1355,-21859,-14730.5,-14478.5
1356,-21859.8,-14549.7,-14366.7
1357,-21859.8,-14671.6,-14431.2
1358,-21860.6,-14639,-14451.6
1359,-21858.5,-14689.8,-14458.3
1360,-21858.5,-14689.1,-14440.5
1361,-21858.9,-14756.6,-14480.7
1362,-21856.7,-14688.2,-14474.3
1363,-21858.2,-14749.2,-14469.8
1364,-21862,-14756.6,-14463.9
1365,-21858.3,-14821.4,-14508.5
1366,-21860.7,-14680.3,-14447.5
1367,-21858.2,-14558.4,-14415.9
1368,-21865,-14727.1,-14458
1369,-21862.4,-14949.2,-14519.1
1370,-21868.9,-14785.3,-14443.4
1371,-21859.4,-14607.5,-14430.4
1372,-21863.4,-14613.3,-14395.4
1373,-21860.4,-14657,-14427.1
1374,-21866.4,-14824.7,-14479.5
1375,-21864.1,-14892.8,-14511.1
1376,-21864.3,-14695.2,-14454.2
1377,-21861.9,-14820,-14507.9
1378,-21858.1,-14727.7,-14468.3
1379,-21860.6,-14599.4,-14412.4
1380,-21861.5,-14791.1,-14462
1381,-21859.5,-14704.3,-14454.1
1382,-21860,-14724.9,-14457
1383,-21859.3,-14748.9,-14481.2
1384,-21858.9,-14629.7,-14434.9
1385,-21858.4,-14641,-14433.5
1386,-21859.3,-14659.5,-14434.1
1387,-21858.7,-14680.6,-14443.7
1388,-21859.6,-14670,-14450.9
1389,-21860.7,-14693.2,-14430.1
1390,-21858.9,-14685.9,-14463.7
1391,-21859,-14740,-14485.5
1392,-21859.8,-14687.3,-14427.6
1393,-21855.6,-14614.5,-14420.2
1394,-21857.7,-14647.9,-14423.2
1395,-21857,-14717.2,-14429.7
1396,-21861.1,-14658.8,-14448.3
1397,-21858.3,-14741.2,-14473.8
1398,-21857.5,-14627,-14423.1
1399,-21856.7,-14642.5,-14442.7
1400,-21865.4,-14824.2,-14450.8
1401,-21859.4,-14742.8,-14453.9
1402,-21860.3,-14666.7,-14457.2
1403,-21855.7,-14627.3,-14451.9
1404,-21861.6,-14728.5,-14467.4
1405,-21856.9,-14648.5,-14432
1406,-21862.9,-14783.5,-14466.7
