Epoch, Color Log Likelihood, Shape Loglikehood, Object Loglikelihood
1407,-21855.8,-14650.7,-14453.3
1408,-21862.2,-14617.4,-14424.1
1409,-21861.9,-14799.1,-14488
1410,-21865,-14818.9,-14478.7
1411,-21855.5,-14627.2,-14448.3
1412,-21856.5,-14647.6,-14438
1413,-21860.2,-14775.6,-14453
1414,-21861,-14746.1,-14456.7
1415,-21858.5,-14639.8,-14431
1416,-21856,-14689.5,-14428.1
1417,-21854.6,-14575.8,-14416.4
1418,-21863.5,-14751.6,-14447
1419,-21854.9,-14684.5,-14447.3
1420,-21861.9,-14733.3,-14401.5
1421,-21856,-14719.9,-14442.7
1422,-21855.5,-14567.4,-14401.4
1423,-21859.4,-14805.8,-14454.4
1424,-21861.1,-14676.9,-14427
1425,-21860,-14829,-14519
1426,-21857.2,-14601.6,-14447.9
1427,-21856.9,-14758.8,-14468.9
1428,-21858.8,-14723.1,-14451
1429,-21857.2,-14645.9,-14441.8
1430,-21855.4,-14614.4,-14451
1431,-21855.2,-14663,-14472.6
1432,-21857.8,-14612,-14383.5
1433,-21856,-14578.1,-14423.3
1434,-21860.6,-14633,-14438.4
1435,-21859.7,-14758.3,-14499.1
1436,-21863.9,-14827.2,-14517.7
1437,-21864.4,-14856.6,-14476.7
1438,-21865.8,-14929.6,-14536.1
1439,-21856.7,-14680.8,-14472.9
1440,-21864.7,-14751.4,-14470.1
1441,-21860.7,-14820.4,-14510.9
1442,-21864.2,-14894.4,-14506.1
1443,-21858.8,-14693.5,-14473
1444,-21861.1,-14697,-14459.8
1445,-21856.7,-14620.5,-14425.9
1446,-21856.8,-14748.5,-14444.3
1447,-21858.4,-14695.5,-14462.2
1448,-21863.4,-14854.2,-14468.6
1449,-21856.1,-14719.6,-14459.1
1450,-21861.2,-14740.3,-14468.4
1451,-21856.4,-14677.7,-14453.6
1452,-21856.2,-14565.6,-14377.3
1453,-21857.1,-14674.2,-14436.1
1454,-21858.8,-14749,-14458.3
1455,-21856.7,-14670.6,-14435.5
1456,-21860.3,-14674.7,-14441.1
1457,-21858,-14708.1,-14422.5
1458,-21857.2,-14601.2,-14414.2
1459,-21855.5,-14618,-14444.2
1460,-21860.8,-14687.8,-14447.2
1461,-21859.5,-14689.7,-14453.9
1462,-21862.8,-14760.4,-14450
1463,-21856,-14658.2,-14456.8
1464,-21861.9,-14668.6,-14404.8
1465,-21859.5,-14840.4,-14474.2
1466,-21860.6,-14633.6,-14419.3
1467,-21856.1,-14610.2,-14392.7
1468,-21856.3,-14644.5,-14441.9
1469,-21857.7,-14722.8,-14478.6
1470,-21857.3,-14671.8,-14426.9
1471,-21859.1,-14721.8,-14469.1
1472,-21859.4,-14898.3,-14490.3
1473,-21856.6,-14666.9,-14462.6
1474,-21856.6,-14629.4,-14428.4
1475,-21856.7,-14689.1,-14453.5
1476,-21859.9,-14649.1,-14434.9
1477,-21859.5,-14642.8,-14447.4
1478,-21862.5,-14788.2,-14481.8
1479,-21857.9,-14775.1,-14492.6
1480,-21862.9,-14765.6,-14459.8
1481,-21857.2,-14699.9,-14451.5
1482,-21861.6,-14697.8,-14425.6
1483,-21855.9,-14637,-14419.8
1484,-21863.4,-14823.3,-14442.4
1485,-21857.8,-14623.3,-14427.2
1486,-21858.5,-14655.3,-14426.1
1487,-21856.3,-14740.6,-14436.5
1488,-21859.4,-14792.1,-14465.3
1489,-21855.7,-14685.7,-14409.8
1490,-21861,-14653.8,-14443.4
1491,-21855.9,-14738.3,-14472.1
1492,-21858.4,-14770.1,-14467.5
1493,-21860.5,-14976.2,-14535.4
1494,-21857.7,-14724.8,-14462.1
1495,-21856.5,-14699.7,-14410.9
1496,-21856.5,-14781,-14440.9
1497,-21853.8,-14677.4,-14438.7
1498,-21856.3,-14822.6,-14463.5
1499,-21858.4,-14956.1,-14541.4
1500,-21860.4,-14839.2,-14462.7
1501,-21854.6,-14587.6,-14389
1502,-21854.1,-14577.7,-14406.9
1503,-21858.3,-14730.6,-14445.9
1504,-21862,-14742.4,-14445.7
1505,-21858.5,-14605.8,-14401.7
1506,-21864.9,-14664.5,-14405.9
1507,-21854.8,-14595.4,-14426.2
1508,-21860.3,-14631.2,-14419.1
1509,-21858.8,-14729.8,-14459.8
1510,-21864.5,-14642.8,-14391.1
1511,-21855.6,-14628.9,-14430.5
1512,-21854.6,-14587.9,-14423
1513,-21855.9,-14643.1,-14427.5
1514,-21861.4,-14712.2,-14425.3
1515,-21857.7,-14629.5,-14417
1516,-21855.1,-14565.2,-14381.5
1517,-21855.9,-14624.5,-14439.5
1518,-21856.6,-14740.4,-14448.6
1519,-21858.5,-14864.8,-14495.2
1520,-21858.3,-14654.9,-14451.4
1521,-21854.5,-14714.4,-14454.9
1522,-21850.1,-14605.2,-14420.1
1523,-21853.9,-14695,-14461.7
1524,-21856.8,-14808.1,-14458.5
1525,-21857.1,-14820,-14511.8
1526,-21852.5,-14670.1,-14445.9
1527,-21851.7,-14631.4,-14410
1528,-21859.3,-14723.9,-14440.4
1529,-21856.9,-14834.8,-14473.5
1530,-21859.1,-14646.4,-14421.7
1531,-21858.4,-14787.1,-14495.5
1532,-21860.7,-14581.1,-14391.1
1533,-21855.3,-14634,-14443.2
1534,-21860.1,-14691,-14439.4
1535,-21856.9,-14686.1,-14431.4
1536,-21863.1,-14889.2,-14494.8
1537,-21858.1,-14777.7,-14465.8
1538,-21860.2,-14619.9,-14429.7
1539,-21854.1,-14650,-14413
1540,-21860.3,-14784.2,-14451.7
1541,-21857.7,-14804,-14476.5
1542,-21855.7,-14632.4,-14412.9
1543,-21855.8,-14677.7,-14426
1544,-21858.5,-14676.3,-14453.1
1545,-21855.1,-14677.9,-14462.5
1546,-21857.1,-14637,-14446.7
1547,-21855.3,-14768.6,-14475.6
1548,-21857.9,-14768.9,-14453.8
1549,-21855.9,-14887,-14502
1550,-21855.9,-14631.8,-14417.2
1551,-21855.3,-14692.8,-14461.5
1552,-21857.2,-14582.8,-14393.1
1553,-21856,-14620.8,-14423.2
1554,-21859.5,-14689.8,-14443.2
1555,-21858.1,-14812.9,-14465.1
1556,-21860,-14673,-14444.8
1557,-21854.4,-14609.4,-14428.1
1558,-21861.2,-14732.1,-14486.9
1559,-21859.2,-14802,-14450.4
1560,-21865.6,-14879.3,-14501.8
1561,-21859.7,-14825.3,-14495.5
1562,-21858.4,-14591,-14393.5
1563,-21856.1,-14724.4,-14470
1564,-21863.4,-14788.8,-14430.2
1565,-21857.7,-14700.5,-14446.5
1566,-21859.1,-14683.5,-14454.1
1567,-21853.9,-14630.5,-14445.3
1568,-21857.6,-14693.1,-14446.1
1569,-21857.8,-14759.5,-14436.3
1570,-21860.7,-14722.2,-14440
1571,-21859.3,-14733.9,-14456.1
1572,-21860.1,-14683.2,-14435.7
1573,-21854.1,-14666.2,-14465.3
1574,-21859.4,-14641.7,-14401.4
1575,-21858.5,-14737.9,-14478.6
1576,-21858.8,-14886.8,-14493.5
1577,-21851.8,-14621.8,-14422.5
1578,-21855.9,-14757.7,-14454.4
1579,-21854.8,-14802,-14467.7
1580,-21858.4,-14883.7,-14513
1581,-21857.8,-14890.5,-14500.3
1582,-21855.6,-14644.9,-14434.3
1583,-21856.5,-14673.7,-14409
1584,-21856.7,-14596.4,-14386.9
1585,-21855,-14694.3,-14430.2
1586,-21861,-14627.8,-14394.8
1587,-21856.1,-14661.9,-14462.2
1588,-21859.7,-14679.7,-14425.7
1589,-21858.1,-14707.3,-14460.2
1590,-21862.5,-14853.7,-14489.8
1591,-21860.7,-14807.5,-14445.7
1592,-21862.9,-14869.4,-14471.4
1593,-21855.5,-14625.9,-14436.9
1594,-21862.2,-14908.4,-14488.4
1595,-21855.8,-14748.8,-14466.9
1596,-21858.1,-14766.6,-14430.6
1597,-21856.3,-14724.7,-14465.9
1598,-21855,-14719.7,-14446.2
1599,-21854.2,-14574.2,-14386.2
1600,-21860.2,-14650.9,-14414.7
1601,-21857,-14663.6,-14450
1602,-21856.9,-14710.6,-14447.5
1603,-21853.3,-14619.1,-14431.8
1604,-21859.1,-14747.7,-14412.4
1605,-21856.9,-14659,-14446
1606,-21856.7,-14643,-14420.4
1607,-21859.7,-14757.8,-14470.9
1608,-21856.4,-14688.7,-14435.7
1609,-21854.8,-14704.1,-14437.4
1610,-21859.3,-14772.4,-14461.5
1611,-21857.8,-14685.9,-14447.2
1612,-21859.8,-14798.8,-14490.9
1613,-21858,-14650.1,-14410
1614,-21855.4,-14585,-14408.5
1615,-21859,-14729.6,-14478.5
1616,-21865.2,-14817,-14460
1617,-21857,-14702.6,-14476.8
1618,-21859.9,-14702,-14437.9
1619,-21853.6,-14621,-14438.9
1620,-21857.2,-14663.8,-14405
1621,-21857.1,-14721.6,-14462.9
1622,-21860,-14662.9,-14459.2
1623,-21857.3,-14721.8,-14464.3
1624,-21853.8,-14653.2,-14428.7
1625,-21855.7,-14720.1,-14430.4
1626,-21856.3,-14726.8,-14443.1
1627,-21851.7,-14645.1,-14443.8
1628,-21852.5,-14638.6,-14406.1
1629,-21855.3,-14687.7,-14440.8
1630,-21858.9,-14811.8,-14480.9
1631,-21855.3,-14669.5,-14451
1632,-21859.4,-14732.3,-14465
1633,-21854.8,-14607.7,-14404.7
1634,-21860.6,-14754.5,-14450.7
1635,-21855.4,-14637.3,-14439.2
1636,-21859.9,-14802.1,-14448.7
1637,-21856.6,-14671.8,-14445.7
1638,-21860.2,-14744.8,-14447.5
1639,-21855.9,-14674.8,-14442.9
1640,-21861.5,-14778.6,-14455.3
1641,-21859,-14794.4,-14414.9
1642,-21862.7,-14848.2,-14450.4
1643,-21857.4,-14826,-14475.3
1644,-21859.3,-14674.2,-14404.7
1645,-21853.6,-14593.6,-14418.5
1646,-21857.5,-14585.1,-14366.1
1647,-21857.7,-14831,-14487.9
1648,-21861.2,-14824,-14475.4
1649,-21856.7,-14687.6,-14419.8
1650,-21856.6,-14584.3,-14394.4
1651,-21855.8,-14842.1,-14479.7
1652,-21860.1,-14762.6,-14446.6
1653,-21852.5,-14760.8,-14471.7
1654,-21857,-14696,-14438.9
1655,-21855.1,-14739.1,-14480.5
1656,-21857.5,-14614.5,-14388.1
1657,-21855.3,-14632.5,-14430.1
1658,-21855.5,-14717.5,-14450.2
1659,-21857.2,-14805.4,-14471.8
1660,-21858.5,-14807.7,-14467.5
1661,-21854.4,-14631.2,-14419.7
1662,-21854.8,-14660.9,-14450.8
1663,-21851.8,-14637.9,-14450.5
1664,-21854.6,-14644.1,-14437.3
1665,-21853.7,-14783.7,-14488.3
1666,-21860.8,-14849.6,-14498.2
1667,-21854.8,-14638.4,-14402.3
1668,-21851.9,-14611.3,-14413.4
1669,-21856.8,-14859,-14492
1670,-21858.3,-14722.5,-14431.8
1671,-21857.4,-14759.7,-14474.5
1672,-21858.2,-14674.4,-14465.9
1673,-21856.9,-14787.5,-14498.9
1674,-21864.4,-14844.6,-14503.9
1675,-21858.7,-14833,-14508.3
1676,-21856.9,-14599.8,-14408.3
1677,-21854.4,-14622.1,-14413.7
1678,-21859.3,-14784,-14453.8
1679,-21857,-14760.8,-14447.6
1680,-21861.4,-14750.3,-14464.3
1681,-21855.2,-14786.9,-14510
1682,-21851.8,-14622.7,-14433.9
1683,-21854,-14794.3,-14498.4
1684,-21857.7,-14823.2,-14478.9
1685,-21852.4,-14648.5,-14435.3
1686,-21854.7,-14746.5,-14442.8
1687,-21851.4,-14639.6,-14438.5
1688,-21854,-14662.6,-14415.9
1689,-21853.4,-14775.1,-14485.6
1690,-21855.7,-14898.2,-14510.2
1691,-21855.9,-14875,-14532
1692,-21850.2,-14615.1,-14417.3
1693,-21851.3,-14733.6,-14480.2
1694,-21857.7,-14888.6,-14487.4
1695,-21856.7,-14811.5,-14469.2
1696,-21860.6,-14857.2,-14457.3
1697,-21858.9,-14777.7,-14450.9
1698,-21856.6,-14680.3,-14427.3
1699,-21856.5,-14797.9,-14473.9
1700,-21862.9,-14731.3,-14422.2
1701,-21856.7,-14713.4,-14444
1702,-21857,-14585.3,-14394.8
1703,-21855.1,-14770.1,-14485.8
1704,-21857.1,-14761.8,-14452.7
1705,-21856.9,-14920.5,-14465.5
1706,-21859.1,-14893.8,-14479.8
1707,-21849.6,-14668.9,-14441.4
1708,-21857,-14610.1,-14402.7
1709,-21852.6,-14787.7,-14492.7
1710,-21864.4,-14900.1,-14526.4
1711,-21858.4,-14950.9,-14536.2
1712,-21859.1,-14841.4,-14453.5
1713,-21849.8,-14653.8,-14443.4
1714,-21854.2,-14701.8,-14444.2
1715,-21852,-14735.6,-14465.9
1716,-21858.6,-14822.6,-14427.4
1717,-21853.5,-14667.7,-14424.3
1718,-21855.7,-14604.9,-14421.8
1719,-21851.9,-14761.2,-14470.4
1720,-21859.4,-14789.4,-14458.8
1721,-21855.5,-14703.2,-14431.5
1722,-21860.8,-14722.4,-14430.8
1723,-21850.6,-14623.8,-14435.8
1724,-21855,-14611,-14397.5
1725,-21853.2,-14639.2,-14417.7
1726,-21858.4,-14748.2,-14409.4
1727,-21855.8,-14664,-14439.2
1728,-21861.2,-14871.4,-14485.2
1729,-21849.7,-14625.5,-14415.3
1730,-21852.2,-14636.2,-14439.6
1731,-21850.2,-14638.4,-14421
1732,-21854.3,-14693.7,-14392.2
1733,-21855.2,-14746.5,-14445.8
1734,-21854.3,-14787.5,-14441.8
1735,-21850.6,-14592.9,-14406.5
1736,-21852.2,-14583.2,-14399.8
1737,-21855.1,-14618.8,-14416
1738,-21854.2,-14688.6,-14448.1
1739,-21855.1,-14691.8,-14463.6
1740,-21854,-14570.6,-14400.3
1741,-21853,-14635.3,-14447.7
1742,-21858.1,-14732.9,-14446.4
1743,-21859,-14845.7,-14474.6
1744,-21861.4,-14847.7,-14482
1745,-21853.1,-14621.3,-14414.4
1746,-21852.9,-14592,-14394.1
1747,-21856.5,-14743.1,-14415
1748,-21861.2,-14883.3,-14489.8
1749,-21853.8,-14619.4,-14448.4
1750,-21855.5,-14634.2,-14422.4
1751,-21849.5,-14644,-14444.5
1752,-21858.4,-14867,-14478.5
1753,-21854.4,-14759.4,-14468.9
1754,-21858.7,-14854,-14515.9
1755,-21852.8,-14710.1,-14467.5
1756,-21852.5,-14563.4,-14424.6
1757,-21852.9,-14766.7,-14493.1
1758,-21857.3,-14824.1,-14474.8
1759,-21859.6,-14925.4,-14513.5
1760,-21855.4,-14721.2,-14443.3
1761,-21852,-14647.6,-14454.9
1762,-21853.1,-14600.1,-14435.1
1763,-21856.2,-14855.6,-14520.4
1764,-21856.9,-14766.8,-14456.9
1765,-21854.4,-14651.7,-14449.8
1766,-21854.1,-14618.6,-14418.8
1767,-21854.5,-14721.1,-14459
1768,-21857.4,-14692.6,-14456.3
1769,-21852.8,-14686.3,-14483.2
1770,-21856.6,-14615.7,-14428.1
1771,-21850.9,-14661.4,-14444.6
1772,-21856.8,-14586,-14402.3
1773,-21857.5,-14839.3,-14524.1
1774,-21855.6,-14653.6,-14442.6
1775,-21851.8,-14628.7,-14439.2
1776,-21855.2,-14764,-14472.5
1777,-21853.6,-14709.7,-14457.2
1778,-21856,-14669.3,-14425.6
1779,-21852,-14622.5,-14424.8
1780,-21856.5,-14657.3,-14422.7
1781,-21852.5,-14685.1,-14458.6
1782,-21857.6,-14613.7,-14394.8
1783,-21850.4,-14560.3,-14398.5
1784,-21856.6,-14588.4,-14431.3
1785,-21850.3,-14712.7,-14432.6
1786,-21854,-14606.5,-14376.1
1787,-21857,-14771.2,-14461.5
1788,-21852.4,-14617.5,-14418.8
1789,-21853.8,-14726.3,-14500.3
1790,-21855.9,-14760.1,-14469.7
1791,-21854.2,-14671.5,-14427.9
1792,-21852.5,-14597.4,-14413.7
1793,-21853.3,-14663.8,-14411.9
1794,-21857.8,-14787.7,-14465.1
1795,-21852.3,-14825.3,-14476.5
1796,-21859.2,-14621.8,-14395.8
1797,-21850.5,-14546.4,-14377.1
1798,-21855.8,-14641.3,-14415.1
1799,-21852.5,-14676.2,-14416
1800,-21860.2,-14807.7,-14473.6
1801,-21853.7,-14599,-14390
1802,-21858.8,-14716.8,-14443.7
1803,-21854.6,-14567.9,-14382.4
1804,-21858.2,-14656.8,-14435.5
1805,-21854.3,-14807.4,-14473.1
1806,-21858.4,-14710.3,-14483
1807,-21857.1,-14878.4,-14498.5
1808,-21853.4,-14554.1,-14373
1809,-21851.3,-14596.2,-14416.4
1810,-21855.2,-14712.6,-14442.9
1811,-21852.1,-14730.6,-14472
1812,-21857,-14822.6,-14495.3
1813,-21853.6,-14779.7,-14451.9
1814,-21853.7,-14667,-14416.8
1815,-21851.5,-14663.8,-14431.1
1816,-21856.1,-14774.3,-14442.2
1817,-21855.7,-14778.2,-14477.4
1818,-21861.3,-14746.7,-14411.6
1819,-21851,-14640.7,-14427
1820,-21856.4,-14753.8,-14468.2
1821,-21853.6,-14874.6,-14494.5
1822,-21854.2,-14648,-14438.8
1823,-21850.4,-14662.3,-14423.4
1824,-21850.3,-14662.4,-14440.1
1825,-21850.1,-14715.9,-14476.6
1826,-21853.7,-14819.7,-14464.9
1827,-21853.7,-14694.6,-14453.6
1828,-21856.3,-14751,-14430.3
1829,-21852.9,-14630.4,-14410.2
1830,-21855.3,-14692,-14458.2
1831,-21851.8,-14604.8,-14430.7
1832,-21857.5,-14757.9,-14463.9
1833,-21860.1,-14858.8,-14515.9
1834,-21857,-14753.2,-14453.4
1835,-21851.3,-14624.2,-14430.6
1836,-21856.2,-14654,-14387.4
1837,-21857.2,-14792,-14473
1838,-21859.7,-14712.9,-14474.8
1839,-21852.1,-14612.2,-14417
1840,-21857.8,-14702.3,-14432.7
1841,-21850.3,-14626.6,-14447.1
1842,-21858.7,-14754,-14464.7
1843,-21852.3,-14692,-14462.1
1844,-21852.5,-14701.2,-14419.2
1845,-21853.1,-14722.1,-14461.1
1846,-21853.9,-14796.3,-14453.2
1847,-21855.7,-14823.6,-14465.5
1848,-21854.9,-14715.3,-14427.1
1849,-21853.2,-14738.5,-14457.8
1850,-21855.3,-14679,-14451.7
1851,-21852.3,-14630,-14439.4
1852,-21859.9,-14810.4,-14459.9
1853,-21852,-14630.7,-14443.7
1854,-21852.6,-14649.1,-14427.2
1855,-21847.6,-14611.5,-14437.9
1856,-21855.2,-14703.8,-14420.6
1857,-21853.8,-14646.7,-14421.9
1858,-21856.9,-14676.8,-14448.9
1859,-21852.4,-14662.3,-14454.5
1860,-21853,-14641,-14439.9
1861,-21854.1,-14787.6,-14454
1862,-21856.8,-14767,-14464.3
1863,-21856,-14858.5,-14498.7
1864,-21858.6,-14782.5,-14463.4
1865,-21853.1,-14698.4,-14438
1866,-21857.3,-14783.2,-14446.5
1867,-21851.2,-14655.9,-14417.4
1868,-21858.6,-14840.3,-14456.9
1869,-21856.9,-14864.1,-14485.2
1870,-21860.4,-14878.3,-14471.1
1871,-21849.8,-14622.5,-14388.5
1872,-21854.1,-14576.7,-14399.6
1873,-21855.5,-14866.4,-14495.3
1874,-21854.2,-14709.5,-14437.2
1875,-21855.4,-14870.2,-14482.1
1876,-21854.5,-14787.9,-14436.4
1877,-21853,-14704.1,-14454
1878,-21854.7,-14713.1,-14417.1
1879,-21855,-14830.8,-14476.7
1880,-21858.9,-14816,-14464.9
1881,-21853.7,-14687.5,-14421.4
1882,-21855.1,-14668.5,-14412.4
1883,-21852.9,-14574.6,-14384.3
1884,-21857,-14806.4,-14457.2
1885,-21854.9,-14642.9,-14444.1
1886,-21852.5,-14619.6,-14430.4
1887,-21851.1,-14626.2,-14442.9
1888,-21853.2,-14711,-14457.5
1889,-21856.9,-14867,-14484.7
1890,-21857.8,-14650.5,-14404.6
1891,-21853.6,-14656,-14415.6
1892,-21853.6,-14683.7,-14431.1
1893,-21851.9,-14693.8,-14430.7
1894,-21859.1,-14759.9,-14444
1895,-21855.4,-14640.9,-14405
1896,-21861.5,-14838.8,-14470.7
1897,-21854.5,-14667.4,-14430.9
1898,-21853.8,-14634,-14446.3
1899,-21855.4,-14736.1,-14486.2
1900,-21853.3,-14682.3,-14434.2
1901,-21856.4,-14922.1,-14547.4
1902,-21852.9,-14751.9,-14459.9
1903,-21853.1,-14725.2,-14463.8
1904,-21857.1,-14710.9,-14449.6
1905,-21848.9,-14670.1,-14396.5
1906,-21857.2,-14754.7,-14427.6
1907,-21849.4,-14606.8,-14426.2
1908,-21848.2,-14606.9,-14398.5
1909,-21850,-14675.5,-14463.8
1910,-21851.3,-14770.8,-14474.8
1911,-21851.1,-14865.3,-14494.4
1912,-21854.8,-14825.3,-14497.7
1913,-21850.1,-14668.2,-14442.2
1914,-21852.2,-14688.5,-14410.8
1915,-21855.9,-14809.2,-14458.6
1916,-21855.7,-14754.6,-14467.9
1917,-21852.2,-14689.4,-14466.5
1918,-21856.4,-14676.5,-14454
1919,-21856.9,-14871.7,-14476.8
1920,-21863.1,-14935.7,-14514.7
1921,-21858.1,-14890.9,-14506.5
1922,-21859,-14787.5,-14488.4
1923,-21853.6,-14634.1,-14407.5
1924,-21856.7,-14652,-14434.6
1925,-21855.4,-14800.1,-14467.7
1926,-21861.3,-14863.3,-14492.3
1927,-21850.5,-14666.6,-14430.5
1928,-21854.1,-14610.5,-14415.7
1929,-21851.7,-14671,-14441.1
1930,-21857.4,-14824.9,-14467.9
1931,-21854.8,-14917.7,-14543.5
1932,-21857.7,-14849.5,-14469.4
1933,-21849.7,-14648.6,-14447.3
1934,-21852.4,-14703.9,-14447.7
1935,-21855,-14897.2,-14502.1
1936,-21852.6,-14758.9,-14467.1
1937,-21853,-14738.9,-14442.2
1938,-21851.8,-14640,-14423.4
1939,-21851.6,-14702.9,-14469
1940,-21850.6,-14653,-14428.7
1941,-21851.3,-14688.7,-14449.7
1942,-21853.9,-14768.3,-14440.3
1943,-21848.1,-14660.6,-14431
1944,-21850.2,-14640.1,-14423.8
1945,-21851.5,-14671.6,-14403.5
1946,-21853.6,-14650.5,-14414.4
1947,-21859.1,-14839.6,-14495.6
1948,-21851.7,-14616.7,-14418.8
1949,-21852.1,-14727.9,-14475.8
1950,-21853.6,-14844,-14458.2
1951,-21853.6,-14724.3,-14428.2
1952,-21851.3,-14608.8,-14410.1
1953,-21850.3,-14642.3,-14405.8
1954,-21851.7,-14629.8,-14416.1
1955,-21852.4,-14690.6,-14475.4
1956,-21855.7,-14801.3,-14444.3
1957,-21858.7,-14866.4,-14495.7
1958,-21855.3,-14683.9,-14452.3
1959,-21846.5,-14539.4,-14385.6
1960,-21857.1,-14878.5,-14507.3
1961,-21853.7,-14689.7,-14448.9
1962,-21860.9,-14898.8,-14525.4
1963,-21853.3,-14821.7,-14505.3
1964,-21853.7,-14700.3,-14472.7
1965,-21852.6,-14702.3,-14461.9
1966,-21853.1,-14884.8,-14532
1967,-21850.3,-14738.2,-14465.9
1968,-21853.6,-14802.4,-14500.4
1969,-21847.9,-14685.2,-14448.5
1970,-21850,-14664.2,-14438.5
1971,-21853.4,-14889.6,-14496
1972,-21855.2,-14932.2,-14515
1973,-21856.9,-14918.8,-14504.1
1974,-21852.4,-14792.7,-14465.3
1975,-21850.1,-14634.2,-14394.3
1976,-21852.9,-14704.5,-14430.1
1977,-21856.3,-14914.1,-14481.8
1978,-21854.3,-14711.3,-14441
1979,-21848.6,-14660.7,-14434.5
1980,-21852.7,-14713.4,-14432.3
1981,-21851.6,-14599.8,-14408
1982,-21852.9,-14649.7,-14417.2
1983,-21853.3,-14743.5,-14452
1984,-21850.8,-14600.3,-14386.4
1985,-21851.6,-14694.8,-14426.1
1986,-21857.4,-14822,-14491.1
1987,-21854.1,-14804.5,-14475.7
1988,-21862.9,-14930.5,-14519.4
1989,-21856.5,-14808,-14477.1
1990,-21851,-14726.4,-14448.4
1991,-21853.5,-14685.6,-14432.6
1992,-21854.9,-14835,-14455
1993,-21852.4,-14615.2,-14410.4
1994,-21855.8,-14773.9,-14465.2
1995,-21847.8,-14577,-14389.4
1996,-21855.2,-14724.1,-14476.8
1997,-21851.6,-14782.9,-14488
1998,-21856.7,-14720.1,-14426
1999,-21851.7,-14817.2,-14489.2
2000,-21850.3,-14626.1,-14431.9
